temperature,humidity,wind_speed,pm25,pm10,no2,so2,co,o3,main_pollutant,aqi
18.6,77.1,6.0,90.2,193.3,8.0,14.2,0.27,27.3,PM10,160.1
27.6,32.3,10.74,18.6,36.0,11.2,3.9,0.28,25.6,PM10,39.4
13.8,53.7,5.56,43.0,63.4,15.2,7.6,0.39,16.7,PM2.5,69.4
41.2,52.4,2.12,57.2,104.7,31.6,46.0,0.86,56.1,PM10,94.6
33.0,70.8,10.25,5.6,28.3,13.9,3.3,0.35,61.2,O3,63.5
26.4,76.8,19.15,4.6,23.1,12.7,5.0,0.53,40.5,O3,38.7
27.4,55.3,14.38,13.5,52.6,9.8,4.3,0.56,37.6,PM10,51.9
10.6,78.0,6.85,13.9,19.1,27.2,5.8,0.42,2.0,NO2,32.8
40.5,31.5,8.44,32.0,69.0,13.7,6.6,0.4,28.1,PM10,72.1
35.1,40.2,11.12,37.3,58.1,12.5,5.5,0.56,55.1,PM2.5,67.3
13.4,70.2,4.76,49.7,78.4,10.0,4.0,0.48,21.8,PM2.5,89.8
38.9,25.5,6.8,25.0,54.9,20.8,3.3,0.32,71.3,O3,76.8
15.0,70.5,4.37,44.3,67.2,29.0,15.4,1.0,2.0,PM2.5,72.7
15.6,60.7,2.25,150.1,220.5,26.4,14.8,0.23,50.8,PM2.5,324.1
40.2,51.4,10.22,41.2,58.5,8.5,8.9,0.34,44.4,PM2.5,60.4
12.9,53.9,4.66,128.1,204.2,23.1,10.8,1.18,20.0,PM2.5,309.2
30.7,88.8,8.3,17.7,42.1,14.0,2.8,0.45,57.5,O3,55.6
28.8,81.9,17.41,11.2,33.3,6.1,4.3,0.26,32.3,PM10,27.2
24.7,20.0,6.33,97.9,170.1,23.2,4.8,0.88,7.4,PM2.5,229.9
8.0,76.5,4.66,6.0,10.6,9.9,5.0,0.7,16.7,CO,38.0
6.1,79.8,6.23,60.4,81.0,10.5,2.9,1.47,2.0,PM10,87.2
11.7,51.3,1.49,347.9,509.7,52.1,7.4,0.41,2.0,PM10,444.5
30.5,79.8,16.63,7.0,30.3,8.1,2.9,0.45,67.8,O3,61.0
22.8,85.7,18.5,3.2,18.6,10.2,8.9,0.25,43.1,O3,48.9
16.0,64.3,7.35,95.1,152.4,8.1,11.2,0.35,40.9,PM2.5,212.2
15.4,43.0,11.51,83.8,144.8,11.4,7.2,0.45,47.5,PM2.5,178.4
8.3,79.4,2.31,30.9,47.3,6.2,9.3,0.54,32.8,PM10,53.2
35.1,42.4,7.65,72.5,137.5,10.8,4.8,0.22,40.1,PM2.5,135.6
24.3,72.2,13.1,4.3,11.4,9.5,2.6,0.46,39.2,O3,37.5
25.1,49.3,7.84,29.0,50.3,20.4,9.6,0.7,25.9,PM2.5,44.5
30.8,79.4,12.96,15.3,30.1,11.3,3.6,0.4,60.3,O3,60.0
19.2,23.1,4.33,49.3,100.7,19.3,14.8,0.33,5.4,PM2.5,81.4
39.3,47.4,10.51,39.6,68.5,8.2,7.7,0.31,40.4,PM10,64.6
27.4,38.6,12.03,23.3,27.7,5.9,5.3,0.37,49.1,O3,48.2
22.8,63.0,1.74,248.7,428.7,72.3,23.9,0.81,35.9,PM2.5,401.2
23.2,34.7,10.74,14.2,16.7,24.9,3.3,0.26,16.3,NO2,33.8
44.7,30.5,8.42,47.2,89.8,10.5,5.2,0.22,2.0,PM10,90.7
23.2,59.2,9.71,26.2,47.5,7.9,12.2,0.52,32.8,PM10,48.5
40.6,55.1,12.48,17.0,39.9,25.0,5.2,0.31,62.2,O3,56.1
25.2,70.6,14.65,3.2,11.2,15.3,5.8,0.38,59.6,O3,64.5
42.1,50.3,5.7,13.4,21.9,31.9,4.6,0.36,55.7,O3,56.9
26.9,80.4,18.56,7.9,26.6,7.4,4.8,0.36,70.2,O3,75.5
19.5,47.2,2.95,51.6,116.7,30.2,8.6,1.0,58.4,PM10,113.4
18.1,71.0,6.58,18.3,32.6,7.4,4.2,0.32,31.3,PM10,36.4
12.5,57.0,0.92,488.0,600.0,40.2,10.6,1.24,46.3,PM10,495.7
17.4,77.5,4.47,69.3,111.2,13.4,12.8,0.45,56.6,PM2.5,140.9
26.0,52.1,9.88,20.4,39.0,11.5,5.0,0.63,33.6,PM10,40.1
20.0,60.3,5.1,12.7,34.4,47.1,3.2,0.35,25.8,NO2,62.4
23.8,51.8,5.8,44.8,63.4,25.3,13.7,0.98,48.8,PM2.5,76.5
44.4,42.3,5.99,73.2,83.0,19.5,12.8,1.19,58.8,PM2.5,139.6
24.6,67.9,0.2,282.8,446.4,59.7,31.2,3.3,91.9,PM2.5,410.4
25.2,61.2,7.39,82.0,150.1,15.4,3.5,0.54,62.8,PM2.5,172.7
28.4,82.6,13.55,17.8,48.0,20.6,3.4,0.35,56.5,O3,52.5
32.7,58.4,10.47,18.6,52.0,6.3,8.9,0.48,40.3,PM10,59.0
26.1,81.2,17.62,7.0,33.3,12.9,3.0,0.26,89.0,O3,90.5
30.5,85.0,13.65,17.4,28.4,11.1,8.6,0.32,40.1,O3,45.3
14.7,70.7,3.01,20.1,39.5,14.4,3.2,1.44,42.7,CO,72.6
21.4,37.2,4.79,31.2,74.5,24.9,8.4,0.35,67.5,PM10,70.5
30.7,39.0,7.16,35.6,55.7,12.9,7.4,0.27,63.1,O3,64.9
29.7,81.3,12.22,18.1,37.0,6.1,5.1,0.49,33.1,PM10,40.6
17.5,63.9,6.39,100.3,143.3,14.0,8.1,0.85,41.3,PM2.5,233.0
27.5,87.7,10.04,7.3,16.2,9.5,3.6,0.49,42.8,O3,39.0
16.3,76.3,5.06,126.4,201.8,20.4,14.4,1.08,20.1,PM2.5,303.4
8.0,51.2,6.88,181.7,337.7,13.8,6.5,0.41,57.5,PM2.5,349.0
14.7,66.1,2.72,184.2,289.1,16.1,14.0,0.82,41.3,PM2.5,353.0
32.0,47.1,5.9,40.0,74.8,27.2,9.0,0.39,73.1,PM10,70.0
21.9,46.8,5.46,68.9,119.8,13.7,3.1,0.55,28.9,PM2.5,125.3
27.3,86.4,18.77,3.2,5.0,7.9,3.3,0.3,38.8,O3,42.2
25.6,69.1,7.85,3.0,6.1,8.4,4.5,0.26,44.1,O3,39.5
39.8,49.8,9.25,44.7,81.1,10.4,2.6,0.28,72.0,PM10,80.7
44.7,40.5,5.73,67.8,111.2,40.6,2.0,0.25,105.5,PM2.5,123.9
40.9,57.7,5.85,48.0,93.2,21.4,3.7,0.26,63.1,PM10,96.7
22.3,51.7,4.56,65.0,129.2,22.2,3.8,0.85,13.5,PM10,121.0
15.3,64.9,6.22,100.7,165.6,22.9,22.2,0.3,49.0,PM2.5,233.7
15.4,44.2,8.37,43.2,81.4,10.0,3.3,0.66,21.1,PM10,81.6
28.8,74.7,20.7,7.7,26.2,7.9,3.9,0.41,44.8,O3,45.6
34.8,42.5,14.56,26.6,49.9,6.5,4.9,0.33,97.0,O3,97.6
27.4,65.6,14.9,6.6,13.1,8.9,3.7,0.39,33.4,O3,37.5
41.2,43.2,7.9,3.0,13.9,12.9,6.9,0.24,51.3,O3,54.3
20.8,43.9,8.26,19.3,31.0,14.7,4.7,0.99,22.1,CO,49.6
26.6,68.5,3.83,111.8,236.5,15.4,4.4,0.29,22.9,PM2.5,276.1
29.9,28.9,4.4,33.0,49.4,25.1,6.1,0.41,35.5,PM2.5,63.4
17.0,61.1,0.43,500.0,600.0,48.3,28.0,2.2,41.4,PM2.5,500.0
26.0,90.1,17.9,7.6,19.9,9.3,2.6,0.48,2.0,CO,22.9
20.1,42.0,1.35,67.4,108.9,70.3,17.8,1.66,19.1,PM2.5,117.2
10.5,56.6,4.63,104.3,192.6,22.8,6.6,0.49,20.0,PM2.5,244.1
27.0,80.2,16.14,14.4,28.4,16.9,6.6,0.38,71.9,O3,72.1
32.3,79.7,14.4,20.5,43.9,8.9,4.4,0.33,102.9,O3,112.9
29.7,62.8,17.78,16.8,45.0,7.4,3.4,0.26,26.6,PM10,43.6
14.3,68.2,3.43,21.1,47.7,35.1,7.5,1.18,46.7,CO,61.6
26.2,78.7,17.64,5.7,22.9,11.9,4.6,0.38,60.1,O3,61.3
17.0,30.6,7.27,29.5,76.6,26.6,8.9,0.46,33.6,PM10,74.5
11.6,57.4,4.06,81.1,119.4,11.4,3.0,0.72,72.9,PM2.5,165.6
14.9,58.8,2.65,268.8,348.9,45.7,3.8,0.52,29.8,PM2.5,407.3
19.2,27.4,8.89,40.9,64.8,15.0,9.9,0.83,54.6,PM2.5,64.8
15.4,64.2,4.87,45.4,84.2,5.4,17.5,0.75,61.9,PM10,81.0
24.8,44.8,6.7,26.3,61.2,15.1,10.6,0.73,40.0,PM10,55.9
33.3,54.0,2.16,47.3,77.1,17.2,5.3,0.7,27.7,PM2.5,76.3
23.4,62.8,3.84,33.3,64.0,16.4,10.4,0.64,2.6,PM10,60.8
27.2,28.3,4.95,48.2,72.6,43.8,12.1,1.15,58.8,PM2.5,79.4
38.4,41.3,4.64,76.8,125.0,17.2,4.9,0.92,61.7,PM2.5,154.7
36.7,41.8,5.93,37.5,99.0,59.1,10.1,0.63,49.3,PM10,95.4
40.0,41.2,10.48,5.5,42.2,9.0,4.1,0.44,65.1,O3,63.2
27.4,83.4,12.35,12.5,20.5,9.9,3.4,0.33,74.3,O3,73.5
15.9,60.1,5.08,93.1,171.6,24.0,14.9,1.04,53.3,PM2.5,210.4
40.0,24.6,10.12,6.5,16.8,22.4,4.6,0.25,54.4,O3,58.0
30.4,34.9,5.7,41.6,79.6,15.8,4.9,1.02,48.2,PM10,78.6
9.9,68.5,3.78,64.4,91.0,14.2,9.9,0.92,53.9,PM2.5,112.2
22.1,81.7,11.97,6.2,25.0,12.1,2.1,0.47,25.6,O3,21.6
39.9,53.5,7.61,32.9,64.4,18.1,3.1,0.58,58.7,PM10,63.6
27.4,55.4,8.2,43.7,52.0,34.0,6.9,0.36,68.3,PM2.5,67.9
12.6,53.9,5.5,88.3,129.1,12.4,7.2,0.27,54.0,PM2.5,196.3
22.9,50.8,9.27,22.0,31.7,8.3,4.6,0.32,39.9,O3,35.1
37.7,24.2,10.06,14.5,25.2,12.1,6.3,0.31,110.4,O3,115.9
11.0,85.8,8.72,14.9,44.4,9.4,3.9,0.48,31.7,PM10,42.0
14.8,73.3,3.93,55.1,103.2,17.9,4.8,0.3,2.0,PM10,112.0
20.1,52.4,0.2,236.9,434.2,25.8,13.9,0.85,66.9,PM10,405.3
35.6,52.6,6.98,96.0,97.7,11.1,3.5,0.63,44.4,PM2.5,220.3
37.5,35.2,10.57,52.4,72.0,10.1,9.7,0.49,77.0,PM2.5,86.4
17.0,41.1,5.31,26.8,50.8,21.3,11.0,1.0,40.2,CO,54.5
42.7,40.2,7.06,23.7,40.6,13.9,3.0,0.22,134.0,O3,150.4
8.2,68.6,0.48,98.1,181.3,72.2,28.0,1.77,14.8,PM2.5,222.7
26.8,73.2,20.68,13.9,27.1,17.8,3.2,0.29,46.5,O3,49.4
27.1,82.0,15.86,20.4,48.4,9.2,3.8,0.39,45.9,PM10,48.3
21.5,75.6,5.05,113.1,219.8,18.9,12.4,0.44,34.9,PM2.5,270.6
14.1,59.7,7.04,44.6,71.8,9.3,5.0,0.56,2.0,PM2.5,70.1
10.8,77.5,3.26,98.7,139.0,24.2,14.8,0.72,2.0,PM2.5,232.4
23.6,86.2,17.37,3.1,11.4,10.2,3.7,0.28,35.0,O3,33.7
25.9,74.2,17.96,6.7,17.1,15.7,2.8,0.27,46.7,O3,49.7
38.3,42.4,6.49,13.8,34.3,10.1,2.8,0.55,50.3,PM10,29.1
26.6,60.3,9.43,14.6,52.5,9.1,9.4,0.26,37.0,PM10,56.6
23.5,62.7,7.95,16.2,32.0,10.9,7.0,0.47,59.5,O3,51.9
32.2,84.0,12.51,17.6,24.3,15.0,5.2,0.25,42.3,O3,36.0
27.1,61.1,6.82,22.8,57.4,8.9,2.1,0.64,11.3,PM10,51.4
13.9,73.7,6.74,34.6,75.0,17.7,2.7,0.76,47.1,PM10,76.0
16.7,65.3,0.2,45.0,76.4,63.6,4.0,1.14,62.2,NO2,80.4
16.4,66.9,4.86,44.3,77.9,12.6,4.0,0.41,48.5,PM10,74.4
13.1,77.7,4.22,16.3,38.6,24.7,8.4,0.49,20.3,PM10,31.3
42.3,45.0,7.72,42.1,83.3,14.8,4.5,0.52,61.9,PM10,88.0
21.7,60.0,5.85,128.2,287.9,28.4,11.1,0.77,31.4,PM2.5,307.9
8.1,79.9,7.43,67.3,134.8,39.3,4.5,0.66,35.7,PM10,125.3
15.0,73.1,5.32,59.7,106.8,8.2,20.7,0.38,62.7,PM10,105.8
29.2,57.1,2.08,127.2,310.1,11.6,13.1,0.99,59.9,PM2.5,299.9
29.5,31.5,1.85,80.8,121.7,12.4,11.8,3.18,49.6,PM2.5,167.3
42.7,37.0,12.97,24.8,38.8,5.8,2.4,0.27,67.8,O3,65.3
33.5,47.8,7.28,105.5,151.8,20.5,4.8,0.22,65.3,PM2.5,246.7
16.9,69.6,3.81,128.7,205.2,33.9,9.8,0.86,80.7,PM2.5,302.9
15.8,73.4,3.01,39.7,82.6,28.8,5.8,1.04,53.5,PM10,82.8
27.5,67.3,8.13,41.2,72.4,29.2,7.1,0.41,23.7,PM10,74.8
23.9,22.5,12.11,37.2,56.7,13.0,3.2,0.36,19.5,PM2.5,60.8
14.4,55.5,1.54,295.1,415.6,60.6,18.2,0.86,77.2,PM2.5,420.8
28.9,47.4,8.58,44.6,82.0,23.8,3.6,0.38,67.6,PM10,86.6
33.2,75.1,12.95,8.3,16.1,11.4,3.5,0.28,29.1,O3,31.3
21.7,60.9,10.23,32.2,52.8,8.7,4.2,0.38,19.6,PM2.5,56.6
38.9,36.1,8.03,17.7,34.8,7.0,2.7,0.31,60.9,O3,56.6
38.2,46.2,6.18,66.0,107.5,6.0,4.5,0.4,89.1,PM2.5,115.9
44.2,48.9,9.93,49.2,82.5,11.7,5.8,0.56,45.2,PM10,76.4
30.4,66.2,11.25,5.3,13.1,19.2,2.4,0.28,60.7,O3,59.2
18.5,58.4,1.66,23.8,46.3,48.3,40.0,0.55,72.0,O3,62.8
13.4,80.6,3.62,11.9,36.8,16.1,3.0,0.61,12.5,PM10,39.4
37.7,44.2,8.46,34.7,71.6,10.4,4.7,0.52,51.7,PM10,74.5
24.7,82.8,11.41,19.1,39.8,8.4,2.1,0.66,105.8,O3,103.7
10.5,53.9,6.1,45.9,81.4,12.3,13.0,0.44,24.8,PM10,82.0
29.6,84.9,5.71,18.0,18.8,18.4,6.5,0.54,47.9,O3,51.2
19.5,47.6,6.7,39.2,89.1,13.4,4.4,0.41,40.6,PM10,90.4
8.7,69.1,4.37,85.0,153.5,20.0,4.6,1.32,22.7,PM2.5,177.9
27.1,80.5,19.88,4.1,28.4,5.6,4.2,0.37,67.2,O3,66.7
36.7,35.0,7.61,12.8,23.6,5.8,6.0,0.49,65.2,O3,68.4
30.6,47.7,8.82,33.1,70.6,17.1,8.1,0.29,39.0,PM10,64.9
9.2,66.6,5.11,84.1,130.5,22.3,19.5,0.81,11.8,PM2.5,176.5
30.8,74.5,15.86,15.6,33.6,8.3,6.8,0.22,59.7,O3,61.1
27.9,61.8,11.7,26.7,56.0,9.3,3.5,0.24,18.7,PM10,57.8
23.4,71.3,10.0,43.2,69.8,10.8,7.8,0.56,64.3,PM2.5,71.5
31.7,75.5,12.79,10.7,30.4,6.4,3.8,0.3,108.6,O3,112.4
37.6,40.4,6.0,81.9,153.3,9.1,4.1,0.46,65.4,PM2.5,170.0
26.4,85.7,17.16,3.0,21.9,7.3,5.6,0.39,10.3,PM10,20.5
25.1,43.5,9.46,24.8,50.5,21.0,2.6,0.65,42.0,O3,33.9
26.1,88.2,13.59,9.2,28.6,8.4,12.1,0.28,34.8,O3,34.3
15.7,51.7,5.26,119.3,283.6,22.4,6.1,0.8,36.4,PM2.5,301.6
24.5,59.8,7.7,25.0,57.5,14.8,2.4,0.7,43.7,PM10,60.9
26.5,67.7,13.37,10.6,34.7,18.5,4.1,0.54,78.3,O3,81.0
30.0,86.6,10.11,4.5,16.9,20.4,4.7,0.3,38.8,O3,35.2
18.3,80.3,6.94,39.2,84.9,11.7,6.0,0.28,35.7,PM10,86.6
27.0,80.2,10.82,6.6,24.3,11.7,4.5,0.46,24.5,O3,20.4
39.0,47.9,9.56,14.6,31.4,10.8,4.6,0.78,70.4,O3,71.5
29.4,86.0,14.23,4.6,27.9,12.4,3.3,0.29,72.0,O3,67.4
3.1,81.5,4.08,47.4,80.9,11.1,10.5,0.65,53.4,PM10,72.9
26.9,78.1,23.63,12.8,34.9,7.3,3.0,0.29,57.0,O3,49.7
24.6,57.1,3.38,28.2,57.9,27.6,6.5,0.96,51.0,PM10,61.6
12.1,54.0,5.32,81.9,107.6,23.2,8.8,0.8,10.3,PM2.5,175.9
17.7,51.0,11.49,10.4,20.8,16.0,4.0,0.31,2.0,PM10,20.0
38.1,33.5,7.81,24.3,60.1,14.5,2.5,0.37,46.8,PM10,54.9
19.9,71.4,7.12,37.5,57.1,10.3,10.1,0.27,32.9,PM2.5,57.7
21.4,63.7,7.08,10.8,35.7,12.7,5.5,0.51,37.8,O3,35.0
28.6,78.1,14.79,10.3,26.1,12.5,2.9,0.33,9.3,PM10,31.6
31.1,75.1,5.59,14.4,21.7,18.3,12.9,0.51,45.4,O3,43.5
21.1,37.4,3.23,73.7,115.6,54.0,3.8,0.79,2.0,PM2.5,144.5
41.0,34.4,6.37,53.9,79.9,8.6,2.8,0.65,32.0,PM2.5,93.1
41.3,69.3,6.8,21.6,36.1,42.3,3.5,0.4,91.9,O3,89.9
28.9,88.3,8.54,16.7,36.1,17.8,6.8,0.29,82.6,O3,82.9
23.1,55.0,8.19,50.1,116.0,14.9,5.1,0.49,38.9,PM10,113.4
23.0,37.6,6.28,71.3,137.2,9.7,3.1,0.33,48.5,PM2.5,137.6
20.7,37.7,6.46,44.2,85.1,9.9,11.7,0.54,49.6,PM10,87.3
38.0,55.0,8.46,22.8,41.7,8.4,7.4,0.38,70.3,O3,71.7
26.8,21.4,3.38,96.8,190.5,22.9,14.4,0.64,24.8,PM2.5,218.2
8.8,60.2,10.24,23.9,38.5,16.1,4.5,0.27,29.5,PM2.5,41.8
42.9,51.3,11.73,30.5,59.8,6.8,8.5,0.47,72.9,O3,73.6
7.4,85.0,4.79,68.3,78.2,23.7,3.9,0.94,29.6,PM2.5,123.1
36.5,45.3,9.11,56.2,82.0,6.9,4.3,0.39,39.8,PM2.5,89.1
37.7,47.2,8.91,29.7,49.0,13.9,9.6,0.42,31.7,PM2.5,47.8
38.2,47.8,7.43,18.2,15.7,10.7,5.9,0.4,55.8,O3,58.6
29.2,89.2,10.5,5.6,11.6,13.1,7.9,0.5,15.7,CO,24.8
40.2,35.2,8.58,36.8,51.3,6.0,4.0,0.21,43.3,PM2.5,65.8
37.3,77.4,15.82,19.2,33.8,11.9,2.9,0.37,71.4,O3,71.1
13.7,72.3,5.82,18.6,32.6,12.8,8.3,0.67,58.3,O3,54.6
39.8,43.4,9.38,96.0,136.8,19.9,2.1,0.44,84.3,PM2.5,217.5
16.1,57.9,3.2,101.1,194.6,16.6,12.7,1.02,17.8,PM2.5,239.1
12.7,69.5,5.36,84.2,144.5,32.2,3.3,0.32,20.2,PM2.5,184.9
25.7,82.2,11.74,18.1,45.3,9.5,5.7,0.31,34.1,PM10,39.6
30.7,90.6,18.55,8.5,6.2,9.0,2.8,0.35,56.8,O3,57.0
30.5,80.3,16.38,3.5,17.8,10.1,4.0,0.37,29.8,O3,31.7
35.1,31.6,4.33,45.1,75.5,7.8,7.9,1.02,58.4,PM10,66.9
39.2,29.8,15.84,8.5,19.9,15.9,2.0,0.28,59.3,O3,68.3
27.7,40.9,5.66,22.9,56.6,23.0,10.1,0.4,63.1,O3,56.5
34.6,48.3,0.2,122.8,200.3,86.8,41.4,1.52,28.4,PM2.5,295.4
37.7,52.5,7.75,37.8,82.3,9.9,5.6,0.75,36.3,PM10,78.2
13.1,62.2,5.19,60.3,113.1,14.9,3.2,0.69,38.3,PM10,108.8
35.8,38.9,7.84,16.5,30.9,8.6,5.3,0.34,61.1,O3,52.8
47.2,61.1,8.21,69.1,113.6,6.4,5.4,0.48,42.9,PM2.5,127.2
34.9,77.1,9.34,44.9,99.1,20.1,8.5,0.63,10.3,PM10,88.1
26.9,84.1,11.8,14.4,16.7,10.1,8.3,0.44,60.4,O3,57.8
36.4,40.7,4.98,20.0,43.9,32.3,26.1,0.63,61.7,O3,62.7
28.6,68.1,15.36,6.3,7.6,8.3,3.7,0.3,43.1,O3,46.7
26.1,51.8,10.04,14.0,26.1,11.0,3.3,0.49,59.2,O3,52.4
30.0,64.2,6.03,16.9,45.5,25.1,20.5,0.83,30.8,PM10,39.7
25.8,87.6,15.84,8.2,39.4,15.5,4.9,0.43,56.3,O3,55.2
21.6,33.4,9.86,23.8,55.8,6.8,3.1,0.27,67.7,O3,71.1
16.0,76.9,3.27,157.6,238.2,11.6,12.4,0.81,43.8,PM2.5,333.8
16.1,63.2,0.34,185.5,372.5,38.6,7.8,2.17,2.0,PM2.5,350.7
16.6,57.3,5.56,25.9,53.7,20.9,11.5,0.48,57.2,O3,52.9
23.9,79.5,15.57,28.0,46.8,9.6,4.2,0.56,15.9,PM10,43.7
22.4,67.1,10.99,18.9,37.5,13.5,6.7,0.26,33.0,PM10,31.7
11.7,73.9,2.77,178.0,340.1,35.4,25.6,0.75,39.6,PM2.5,348.8
26.8,34.3,14.79,15.0,26.0,5.8,6.1,0.62,65.7,O3,66.1
24.6,61.3,6.29,52.3,82.6,12.6,7.4,0.63,43.2,PM2.5,92.2
25.1,53.2,6.84,25.1,54.2,22.6,3.4,0.66,96.3,O3,92.9
31.3,44.1,5.39,24.9,40.4,9.2,16.6,0.25,22.6,PM2.5,36.9
5.2,70.0,4.89,43.7,80.1,17.3,3.7,0.57,72.2,PM10,84.1
41.3,48.1,8.06,41.4,65.0,12.6,3.0,0.34,20.0,PM2.5,66.5
8.6,67.4,4.24,79.5,140.6,20.8,15.7,0.72,24.3,PM2.5,162.5
10.0,75.1,2.09,104.7,185.4,45.6,13.7,0.66,2.0,PM2.5,253.3
40.9,30.3,11.92,23.5,57.0,18.2,3.9,0.54,72.3,O3,73.0
20.3,40.9,8.47,71.6,148.7,11.6,4.1,0.75,2.0,PM2.5,141.4
37.6,28.8,12.17,3.0,14.7,16.0,4.7,0.56,71.5,O3,73.2
42.4,49.9,2.75,165.1,276.0,32.0,10.3,1.05,50.3,PM2.5,337.7
27.7,82.1,16.58,16.8,33.9,7.9,3.5,0.31,4.7,PM10,39.0
26.7,92.5,12.54,25.6,52.0,18.0,7.1,0.29,84.8,O3,80.7
14.6,52.0,4.82,33.9,60.2,12.2,11.7,0.81,49.6,PM10,63.4
35.6,32.4,6.4,15.1,41.8,7.4,2.8,0.54,70.2,O3,76.6
17.9,55.7,5.79,117.0,239.8,24.9,9.0,0.31,82.1,PM2.5,286.8
17.9,48.2,2.21,79.8,173.5,23.9,14.4,0.61,25.2,PM2.5,162.0
28.0,83.3,14.65,5.9,29.1,12.2,5.7,0.33,78.8,O3,86.6
12.6,70.3,5.41,32.8,77.1,11.4,8.9,0.43,4.6,PM10,75.3
38.7,49.3,8.59,14.1,46.1,6.3,8.2,0.44,61.6,O3,62.7
22.5,78.6,18.19,5.3,20.7,7.4,2.9,0.27,2.0,PM10,13.9
9.7,47.1,6.05,78.3,161.3,11.7,5.6,0.44,73.2,PM2.5,161.8
27.6,82.5,6.61,40.6,101.7,12.0,8.4,0.27,42.2,PM10,100.0
14.3,45.5,2.3,243.5,432.2,70.4,13.2,0.99,13.3,PM10,403.5
20.6,67.8,2.81,13.1,23.5,17.7,10.1,0.72,87.5,O3,87.0
39.1,45.9,4.73,90.7,155.8,7.9,5.4,0.31,78.0,PM10,141.3
18.4,41.2,4.36,52.2,90.5,19.0,6.1,0.95,18.1,PM10,94.0
29.1,81.3,15.68,8.1,12.8,15.8,3.6,0.43,35.8,O3,36.3
14.5,48.7,4.25,98.3,192.4,33.6,8.5,0.51,37.5,PM2.5,223.2
27.9,93.8,10.07,18.1,28.3,15.5,4.7,0.29,109.8,O3,106.2
26.0,28.0,6.94,34.1,56.4,10.9,3.1,0.62,26.0,PM10,54.8
31.0,84.4,13.81,13.4,39.6,8.0,3.3,0.35,70.3,O3,73.1
18.2,28.6,8.38,45.1,92.9,13.4,5.6,0.35,29.3,PM10,92.2
19.7,43.5,11.2,27.8,60.5,10.2,6.0,0.26,62.5,O3,63.2
9.8,58.9,2.01,57.1,92.2,34.4,7.7,1.05,19.2,PM2.5,94.7
16.8,84.3,2.55,134.2,191.0,13.3,11.6,1.13,31.3,PM2.5,302.7
25.1,77.8,12.85,23.0,54.8,19.2,7.1,0.71,4.3,PM10,54.5
35.5,40.1,8.03,93.6,160.9,24.0,3.8,0.61,53.9,PM2.5,210.0
22.6,43.7,6.61,50.3,78.4,11.0,6.5,0.54,107.9,O3,109.7
26.4,35.9,10.66,70.5,132.1,8.8,9.2,0.47,18.8,PM2.5,134.6
42.5,62.3,15.53,10.9,43.3,9.0,3.3,0.24,60.6,O3,53.5
15.7,70.6,2.71,171.8,276.1,38.7,12.0,0.62,34.6,PM2.5,334.7
18.6,47.5,10.15,54.0,115.0,9.1,4.0,0.35,62.6,PM10,111.9
16.7,62.1,7.66,43.3,69.7,12.3,7.5,0.32,36.0,PM2.5,71.5
26.2,35.0,0.2,407.9,556.4,20.6,8.3,0.88,78.3,PM10,479.8
35.5,36.3,9.47,71.1,119.8,16.5,5.4,0.93,36.5,PM2.5,137.9
27.6,86.4,17.04,7.2,27.0,9.2,5.4,0.31,48.0,O3,54.2
11.7,71.1,2.41,71.3,138.3,42.0,13.8,1.14,27.6,PM2.5,141.6
29.2,79.1,16.07,4.4,10.9,6.2,2.4,0.32,35.4,O3,36.4
37.7,40.0,9.28,32.2,74.7,12.5,3.8,0.29,60.6,PM10,79.6
24.0,97.2,14.15,9.1,13.2,16.1,2.8,0.28,24.6,O3,20.3
18.5,58.4,2.24,125.5,137.8,42.1,3.0,1.55,56.8,PM2.5,306.9
26.4,72.1,19.39,7.0,14.2,8.2,3.0,0.24,14.2,O3,10.0
21.0,28.3,14.92,9.6,19.3,9.5,2.7,0.28,2.0,PM10,26.0
10.8,65.0,6.56,13.9,21.6,12.5,6.5,0.39,2.8,PM2.5,23.1
17.4,79.1,4.86,157.1,246.7,9.7,6.7,0.69,37.6,PM2.5,328.4
13.7,55.5,5.88,65.4,99.3,12.0,14.5,0.63,42.5,PM2.5,112.4
28.4,87.6,8.27,29.4,56.4,29.5,2.6,0.99,32.7,PM10,43.5
25.9,73.2,7.31,3.4,13.7,22.1,2.2,0.53,59.7,O3,59.5
39.8,53.8,6.4,11.1,16.8,20.0,2.3,0.74,2.0,CO,32.3
9.0,77.2,7.31,57.6,109.0,12.2,4.2,0.48,16.2,PM10,114.9
32.8,62.1,7.21,52.5,80.0,21.2,4.7,0.92,40.8,PM2.5,87.3
29.8,82.3,16.31,14.6,20.2,15.4,5.5,0.27,59.2,O3,63.4
41.0,57.0,8.86,7.7,9.9,8.6,5.5,0.35,89.9,O3,94.9
22.2,41.1,7.56,23.7,63.1,6.4,7.0,0.35,108.6,O3,118.5
11.9,75.0,7.41,65.3,90.0,13.6,13.1,0.43,26.4,PM2.5,121.6
25.6,88.7,19.81,3.7,17.4,10.5,4.0,0.3,2.0,PM10,21.3
37.0,25.6,8.35,20.6,35.8,12.1,6.8,0.22,61.5,O3,61.8
40.5,45.9,6.26,57.6,91.9,37.7,4.7,0.73,57.3,PM2.5,90.1
30.6,92.1,12.64,3.0,14.5,6.8,2.6,0.5,61.6,O3,60.2
